user_id,plan_price,will_churn_14d,week_start,active_days_week,total_minutes_week,sessions_week,payment_attempts_week,payment_failures_week
U000133,799.0,0,2026-01-26,1.0,18.84,1.0,0.0,0.0
U000134,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000135,499.0,0,2026-01-26,3.0,182.91000000000005,15.0,0.0,0.0
U000136,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000137,799.0,0,2026-01-26,3.0,157.59,14.0,0.0,0.0
U000138,499.0,0,2026-01-26,1.0,44.31,1.0,0.0,0.0
U000139,799.0,0,2026-01-26,4.0,185.87,11.0,0.0,0.0
U000140,299.0,0,2026-01-26,1.0,7.48,1.0,0.0,0.0
U000141,299.0,0,2026-01-26,2.0,78.78,2.0,0.0,0.0
U000142,499.0,0,2026-01-26,3.0,73.03,7.0,0.0,0.0
U000143,299.0,0,2026-01-26,4.0,248.95177500000165,11.0,0.0,0.0
U000144,499.0,0,2026-01-26,3.0,59.98,7.0,0.0,0.0
U000145,499.0,0,2026-01-26,3.0,59.84,6.0,0.0,0.0
U000146,799.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000147,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000148,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000149,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000150,499.0,0,2026-01-26,2.0,27.87,4.0,0.0,0.0
U000151,299.0,0,2026-01-26,2.0,50.49,2.0,0.0,0.0
U000152,499.0,0,2026-01-26,4.0,84.45,6.0,0.0,0.0
U000153,299.0,0,2026-01-26,5.0,218.96,15.0,0.0,0.0
U000154,799.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000155,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000156,499.0,0,2026-01-26,3.0,45.9,4.0,0.0,0.0
U000157,299.0,0,2026-01-26,2.0,35.980000000000004,3.0,0.0,0.0
U000158,799.0,0,2026-01-26,4.0,112.35,5.0,0.0,0.0
U000159,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000160,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000161,499.0,0,2026-01-26,2.0,58.77,2.0,0.0,0.0
U000162,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000163,799.0,0,2026-01-26,4.0,230.53,11.0,0.0,0.0
U000164,299.0,0,2026-01-26,2.0,49.49,3.0,0.0,0.0
U000165,499.0,0,2026-01-26,4.0,176.82,16.0,0.0,0.0
U000166,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000167,299.0,0,2026-01-26,4.0,151.93,13.0,0.0,0.0
U000168,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000169,499.0,0,2026-01-26,2.0,61.29,5.0,0.0,0.0
U000170,299.0,0,2026-01-26,2.0,67.71000000000001,4.0,0.0,0.0
U000171,299.0,0,2026-01-26,2.0,45.66,2.0,0.0,0.0
U000172,799.0,0,2026-01-26,4.0,159.62,8.0,0.0,0.0
U000173,299.0,0,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000174,499.0,0,2026-01-26,4.0,115.86,7.0,0.0,0.0
U000175,299.0,0,2026-01-26,1.0,15.08,1.0,0.0,0.0
U000176,799.0,0,2026-01-26,3.0,148.6,5.0,0.0,0.0
U000177,499.0,0,2026-01-26,5.0,141.42000000000002,10.0,0.0,0.0
U000178,299.0,0,2026-01-26,3.0,59.98,6.0,0.0,0.0
U000179,299.0,0,2026-01-26,3.0,46.44,4.0,0.0,0.0
U000180,799.0,0,2026-01-26,4.0,206.74,12.0,0.0,0.0
U000181,499.0,1,2026-01-26,1.0,64.72,3.0,0.0,0.0
U000182,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000183,299.0,0,2026-01-26,2.0,28.200000000000003,2.0,0.0,0.0
U000184,499.0,0,2026-01-26,2.0,28.29,2.0,0.0,0.0
U000185,299.0,0,2026-01-26,3.0,107.19,7.0,0.0,0.0
U000186,299.0,0,2026-01-26,1.0,13.56,1.0,0.0,0.0
U000187,299.0,0,2026-01-26,1.0,17.87,1.0,0.0,0.0
U000188,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000189,299.0,0,2026-01-26,4.0,115.91,7.0,0.0,0.0
U000190,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000191,299.0,0,2026-01-26,4.0,85.16,7.0,0.0,0.0
U000192,499.0,0,2026-01-26,4.0,92.4,8.0,0.0,0.0
U000193,499.0,0,2026-01-26,2.0,22.52,2.0,0.0,0.0
U000194,499.0,0,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000195,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000196,799.0,0,2026-01-26,1.0,81.14,8.0,0.0,0.0
U000197,299.0,0,2026-01-26,1.0,15.92,1.0,0.0,0.0
U000198,299.0,0,2026-01-26,3.0,59.52,3.0,0.0,0.0
U000199,799.0,0,2026-01-26,3.0,142.61,10.0,0.0,0.0
U000200,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000201,799.0,0,2026-01-26,4.0,115.62,4.0,0.0,0.0
U000202,499.0,0,2026-01-26,3.0,187.33,11.0,0.0,0.0
U000203,499.0,0,2026-01-26,3.0,137.48000000000002,5.0,0.0,0.0
U000204,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000205,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000206,299.0,0,2026-01-26,2.0,75.84,4.0,0.0,0.0
U000207,799.0,0,2026-01-26,3.0,114.72,3.0,0.0,0.0
U000208,799.0,0,2026-01-26,4.0,293.77,21.0,0.0,0.0
U000209,499.0,0,2026-01-26,2.0,32.3,2.0,0.0,0.0
U000210,299.0,0,2026-01-26,2.0,62.040000000000006,4.0,0.0,0.0
U000211,499.0,0,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000212,499.0,0,2026-01-26,1.0,18.88,1.0,0.0,0.0
U000213,499.0,0,2026-01-26,4.0,105.06,9.0,0.0,0.0
U000214,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000215,299.0,0,2026-01-26,1.0,27.43,1.0,0.0,0.0
U000216,499.0,0,2026-01-26,1.0,13.78,2.0,0.0,0.0
U000217,299.0,0,2026-01-26,2.0,85.47,3.0,0.0,0.0
U000218,299.0,0,2026-01-26,3.0,81.95,3.0,0.0,0.0
U000219,799.0,0,2026-01-26,4.0,137.82,8.0,0.0,0.0
U000220,299.0,0,2026-01-26,2.0,37.19,2.0,0.0,0.0
U000221,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000222,299.0,0,2026-01-26,2.0,54.690000000000005,3.0,0.0,0.0
U000223,499.0,0,2026-01-26,3.0,107.26,8.0,0.0,0.0
U000224,299.0,0,2026-01-26,1.0,9.99,1.0,0.0,0.0
U000225,499.0,0,2026-01-26,1.0,17.19,3.0,0.0,0.0
U000226,299.0,0,2026-01-26,1.0,18.6,1.0,0.0,0.0
U000227,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000228,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000229,299.0,0,2026-01-26,4.0,149.14,14.0,0.0,0.0
U000230,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000231,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000232,799.0,0,2026-01-26,3.0,139.94,7.0,0.0,0.0
U000233,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000234,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000235,499.0,0,2026-01-26,2.0,82.98,9.0,0.0,0.0
U000236,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000237,299.0,0,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000238,499.0,0,2026-01-26,3.0,123.57,8.0,0.0,0.0
U000239,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000240,799.0,0,2026-01-26,4.0,158.51999999999998,9.0,0.0,0.0
U000241,799.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000242,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000243,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000244,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000245,499.0,0,2026-01-26,1.0,15.31,1.0,0.0,0.0
U000246,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000247,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000248,499.0,0,2026-01-26,5.0,273.56,12.0,0.0,0.0
U000249,299.0,0,2026-01-26,2.0,16.82,2.0,0.0,0.0
U000250,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000251,499.0,0,2026-01-26,4.0,128.12,8.0,0.0,0.0
U000252,299.0,0,2026-01-26,1.0,6.16,1.0,0.0,0.0
U000253,499.0,0,2026-01-26,2.0,233.82,16.0,0.0,0.0
U000254,499.0,0,2026-01-26,3.0,48.19,7.0,0.0,0.0
U000255,499.0,0,2026-01-26,3.0,92.24,5.0,0.0,0.0
U000256,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000257,499.0,0,2026-01-26,3.0,121.62,6.0,0.0,0.0
U000258,299.0,0,2026-01-26,3.0,43.77,4.0,0.0,0.0
U000259,299.0,0,2026-01-26,3.0,43.52,4.0,0.0,0.0
U000260,499.0,0,2026-01-26,3.0,78.29,3.0,0.0,0.0
U000261,299.0,0,2026-01-26,1.0,15.86,1.0,0.0,0.0
U000262,499.0,0,2026-01-26,3.0,43.870000000000005,4.0,0.0,0.0
U000263,499.0,0,2026-01-26,2.0,65.7,3.0,0.0,0.0
U000264,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000265,799.0,0,2026-01-26,2.0,41.6,2.0,0.0,0.0
U000266,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000267,299.0,0,2026-01-26,3.0,64.35,7.0,0.0,0.0
U000268,499.0,0,2026-01-26,4.0,100.45,8.0,0.0,0.0
U000269,299.0,0,2026-01-26,4.0,69.52000000000001,6.0,0.0,0.0
U000270,499.0,1,2026-01-26,1.0,28.75,3.0,0.0,0.0
U000271,299.0,0,2026-01-26,1.0,22.41,1.0,0.0,0.0
U000272,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000273,299.0,0,2026-01-26,4.0,46.75,4.0,0.0,0.0
U000274,499.0,0,2026-01-26,4.0,138.28,16.0,0.0,0.0
U000275,299.0,0,2026-01-26,3.0,106.8,5.0,0.0,0.0
U000276,499.0,0,2026-01-26,3.0,140.26,8.0,0.0,0.0
U000277,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000278,799.0,0,2026-01-26,1.0,37.76,2.0,0.0,0.0
U000279,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000280,499.0,0,2026-01-26,2.0,64.33,6.0,0.0,0.0
U000281,799.0,0,2026-01-26,3.0,99.08,4.0,0.0,0.0
U000282,299.0,0,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000283,499.0,0,2026-01-26,3.0,277.5417750000016,6.0,0.0,0.0
U000284,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000285,299.0,0,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000286,299.0,1,2026-01-26,1.0,28.53,1.0,0.0,0.0
U000287,499.0,0,2026-01-26,1.0,24.53,1.0,0.0,0.0
U000288,499.0,0,2026-01-26,4.0,143.6,11.0,0.0,0.0
U000289,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000290,499.0,0,2026-01-26,3.0,91.82,5.0,0.0,0.0
U000291,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000292,299.0,0,2026-01-26,4.0,94.19,5.0,0.0,0.0
U000293,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000294,799.0,0,2026-01-26,3.0,141.45,4.0,0.0,0.0
U000295,799.0,0,2026-01-26,2.0,66.71000000000001,4.0,0.0,0.0
U000296,299.0,0,2026-01-26,2.0,40.15,2.0,0.0,0.0
U000297,499.0,0,2026-01-26,1.0,8.35,1.0,0.0,0.0
U000298,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000299,299.0,0,2026-01-26,1.0,11.42,1.0,0.0,0.0
U000300,299.0,0,2026-01-26,2.0,43.38,3.0,0.0,0.0
U000301,499.0,0,2026-01-26,2.0,68.46,3.0,0.0,0.0
U000302,299.0,0,2026-01-26,5.0,171.75,10.0,0.0,0.0
U000303,499.0,0,2026-01-26,2.0,82.18,7.0,0.0,0.0
U000304,499.0,0,2026-01-26,3.0,64.23,3.0,0.0,0.0
U000305,499.0,0,2026-01-26,1.0,33.27,1.0,0.0,0.0
U000306,499.0,0,2026-01-26,4.0,222.15,10.0,0.0,0.0
U000307,299.0,0,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000308,499.0,0,2026-01-26,3.0,102.72,7.0,0.0,0.0
U000309,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000310,799.0,0,2026-01-26,2.0,66.11,2.0,0.0,0.0
U000311,799.0,0,2026-01-26,2.0,107.29,8.0,0.0,0.0
U000312,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000313,499.0,0,2026-01-26,1.0,13.66,1.0,0.0,0.0
U000314,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000315,499.0,0,2026-01-26,2.0,57.82,6.0,0.0,0.0
U000316,299.0,0,2026-01-26,1.0,41.65,1.0,0.0,0.0
U000317,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000318,799.0,0,2026-01-26,5.0,118.03,5.0,0.0,0.0
U000319,799.0,0,2026-01-26,3.0,167.42000000000002,13.0,0.0,0.0
U000320,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000321,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000322,299.0,0,2026-01-26,2.0,29.97,2.0,0.0,0.0
U000323,499.0,0,2026-01-26,3.0,85.39,5.0,0.0,0.0
U000324,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000325,299.0,1,2026-01-26,1.0,20.2,1.0,0.0,0.0
U000326,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000327,499.0,0,2026-01-26,1.0,67.84,4.0,0.0,0.0
U000328,799.0,0,2026-01-26,3.0,112.58,7.0,0.0,0.0
U000329,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000330,299.0,0,2026-01-26,2.0,85.66,8.0,0.0,0.0
U000331,299.0,0,2026-01-26,2.0,69.6,4.0,0.0,0.0
U000332,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000333,299.0,0,2026-01-26,2.0,61.120000000000005,5.0,0.0,0.0
U000334,299.0,0,2026-01-26,2.0,49.61,2.0,0.0,0.0
U000335,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000336,799.0,0,2026-01-26,2.0,112.87,8.0,0.0,0.0
U000337,499.0,0,2026-01-26,4.0,124.67,6.0,0.0,0.0
U000338,299.0,0,2026-01-26,1.0,48.1,3.0,0.0,0.0
U000339,299.0,0,2026-01-26,2.0,30.37,2.0,0.0,0.0
U000340,299.0,0,2026-01-26,2.0,54.67999999999999,2.0,0.0,0.0
U000341,299.0,0,2026-01-26,1.0,36.89,3.0,0.0,0.0
U000342,499.0,0,2026-01-26,2.0,63.92,5.0,0.0,0.0
U000343,799.0,0,2026-01-26,5.0,139.92000000000002,8.0,0.0,0.0
U000344,299.0,0,2026-01-26,1.0,13.14,1.0,0.0,0.0
U000345,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000346,299.0,0,2026-01-26,3.0,98.46,4.0,0.0,0.0
U000347,299.0,0,2026-01-26,3.0,75.28999999999999,4.0,0.0,0.0
U000348,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000349,499.0,0,2026-01-26,2.0,55.36,3.0,0.0,0.0
U000350,799.0,0,2026-01-26,2.0,65.53,3.0,0.0,0.0
U000351,299.0,0,2026-01-26,2.0,37.64,5.0,0.0,0.0
U000352,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000353,299.0,0,2026-01-26,3.0,158.69,9.0,0.0,0.0
U000354,299.0,0,2026-01-26,2.0,26.6,2.0,0.0,0.0
U000355,499.0,0,2026-01-26,2.0,88.31,4.0,0.0,0.0
U000356,499.0,0,2026-01-26,1.0,30.26,1.0,0.0,0.0
U000357,799.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000358,499.0,0,2026-01-26,1.0,26.4,1.0,0.0,0.0
U000359,799.0,0,2026-01-26,3.0,228.65,10.0,0.0,0.0
U000360,499.0,0,2026-01-26,2.0,68.05,5.0,0.0,0.0
U000361,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000362,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000363,499.0,0,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000364,499.0,0,2026-01-26,2.0,35.410000000000004,2.0,0.0,0.0
U000365,299.0,0,2026-01-26,4.0,103.58,6.0,0.0,0.0
U000366,299.0,0,2026-01-26,3.0,48.21,3.0,0.0,0.0
U000367,499.0,0,2026-01-26,4.0,135.38,8.0,0.0,0.0
U000368,799.0,0,2026-01-26,3.0,113.47,10.0,0.0,0.0
U000369,299.0,0,2026-01-26,5.0,125.44,11.0,0.0,0.0
U000370,299.0,0,2026-01-26,2.0,110.0,8.0,0.0,0.0
U000371,499.0,0,2026-01-26,1.0,33.88,1.0,0.0,0.0
U000372,499.0,0,2026-01-26,4.0,93.91,5.0,0.0,0.0
